No,Date,Time,Train filename,Test filename,Word embedding,Char embedding,Total unique word,Total unique char,Unique OOV,Padsize,Char padsize,Trainable,MergeGRU Char,MergeGRU Word,Dropout,Dropout GRU,Model,Merge Layer,Optimizer,Loss,Load wgt,Name wgt,Epoch,Batch,F-1 Macro,F-1 Micro,Save wgt,Saved name wgt
no,2018-05-11,15:11,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,sum,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,12,32,0.85143669516575549,0.91215158820792619,y,05-11_15:11_912
no,2018-05-11,17:04,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,sum,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,13,32,0.84895983802228603,0.91189781330626396,y,05-11_17:04_912
no,2018-05-11,18:40,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,sum,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,11,32,0.84974311578274686,0.91257454637736335,y,05-11_18:40_913
no,2018-05-11,20:33,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,sum,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,13,32,0.85239514751130963,0.91401260415344909,y,05-11_20:33_914
no,2018-05-11,22:08,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,sum,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,10,32,0.84805490927881788,0.91282832127902558,y,05-11_22:08_913
no,2018-05-12,00:33,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,17,32,0.85228071575115472,0.91604280336674715,y,05-12_00:33_916
no,2018-05-12,02:49,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,16,32,0.85308910702672969,0.91460474559066118,y,05-12_02:49_915
no,2018-05-12,05:06,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,16,32,0.84927022432750965,0.9113056718690522,y,05-12_05:06_911
no,2018-05-12,07:07,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,14,32,0.85207955404434099,0.91392801251956191,y,05-12_07:07_914
no,2018-05-12,09:55,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,20,32,0.85386999099387384,0.91587362009897211,y,05-12_09:55_916
no,2018-05-12,11:56,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,mul,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,13,32,0.85326299535004835,0.91409719578733661,y,05-12_11:56_914
no,2018-05-12,13:57,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,14,32,0.85118245010237681,0.9149431121262106,y,05-12_13:57_915
no,2018-05-12,15:53,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,13,32,0.85393042821917042,0.91671953643784621,y,05-12_15:53_917
no,2018-05-12,17:29,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,11,32,0.84766596171705522,0.9103751638962907,y,05-12_17:29_910
no,2018-05-12,19:30,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,14,32,0.8492542661200706,0.91342046271623734,y,05-12_19:30_913
no,2018-05-12,22:03,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,18,32,0.85387319474038392,0.91570443683119751,y,05-12_22:03_916
no,2018-05-12,23:54,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,concat,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,12,32,0.85227038032500113,0.91426637905511132,y,05-12_23:54_914
no,2018-05-13,02:02,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,15,32,0.85181143932405812,0.914773928858436,y,05-13_02:02_915
no,2018-05-13,03:39,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,11,32,0.85033488423468628,0.91452015395677355,y,05-13_03:39_915
no,2018-05-13,05:55,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,16,32,0.84869986962800925,0.91113648860127727,y,05-13_05:55_911
no,2018-05-13,08:02,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,15,32,0.85226374571818087,0.9138434208856745,y,05-13_08:02_914
no,2018-05-13,10:26,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,17,32,0.8537809005344863,0.9149431121262106,y,05-13_10:26_915
no,2018-05-13,12:09,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,sum,ave,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,11,32,0.85013939340881306,0.9148585204923233,y,05-13_12:09_915
no,2018-05-13,14:25,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,16,32,0.85362206877003288,0.91511229539398564,y,05-13_14:25_915
no,2018-05-13,16:42,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,15,32,0.85332734251523246,0.91612739500063445,y,05-13_16:42_916
no,2018-05-13,19:01,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,16,32,0.85126712914246316,0.91325127944846263,y,05-13_19:01_913
no,2018-05-13,21:11,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,15,32,0.85101255176488433,0.91435097068899884,y,05-13_21:11_914
no,2018-05-13,23:03,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,13,32,0.85397858130120274,0.91502770376009812,y,05-13_23:03_915
no,2018-05-14,01:03,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,sum,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,13,32,0.85298371803834372,0.9129975045468004,y,05-14_01:03_913
no,2018-05-14,03:34,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,18,32,0.8543878495948285,0.91561984519730999,y,05-14_03:34_916
no,2018-05-14,05:50,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,16,32,0.85388014461394313,0.91629657826840927,y,05-14_05:50_916
no,2018-05-14,08:30,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,19,32,0.84879159127378012,0.91105189696738997,y,05-14_08:30_911
no,2018-05-14,10:46,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,16,32,0.85268641374583365,0.91392801251956191,y,05-14_10:46_914
no,2018-05-14,13:29,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,19,32,0.85458504673417424,0.91435097068899884,y,05-14_13:29_914
no,2018-05-14,15:23,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,mul,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,12,32,0.85220609131747826,0.91621198663452186,y,05-14_15:23_916
no,2018-05-14,17:24,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,14,32,0.85121448130243604,0.91502770376009812,y,05-14_17:24_915
no,2018-05-14,19:33,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,15,32,0.85495745628560427,0.91680412807173362,y,05-14_19:33_917
no,2018-05-14,22:25,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,20,32,0.84579682903096209,0.9103751638962907,y,05-14_22:25_910
no,2018-05-15,00:36,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,15,32,0.85284895506871428,0.91291291291291299,y,05-15_00:36_913
no,2018-05-15,02:52,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,16,32,0.85303797090077915,0.91426637905511132,y,05-15_02:52_914
no,2018-05-15,04:36,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,concat,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,11,32,0.8513328964348772,0.91350505435012475,y,05-15_04:36_914
no,2018-05-15,06:52,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,1,rmsprop,categorical_crossentropy,n,,16,32,0.85545275086898132,0.91680412807173362,y,05-15_06:52_917
no,2018-05-15,08:44,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,2,rmsprop,categorical_crossentropy,n,,13,32,0.85282875113514578,0.91612739500063445,y,05-15_08:44_916
no,2018-05-15,11:03,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,3,rmsprop,categorical_crossentropy,n,,16,32,0.84613702188956885,0.91147485513682702,y,05-15_11:03_911
no,2018-05-15,13:15,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,4,rmsprop,categorical_crossentropy,n,,15,32,0.85350012434481659,0.91418178742122413,y,05-15_13:15_914
no,2018-05-15,15:32,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,5,rmsprop,categorical_crossentropy,n,,16,32,0.85364135565236465,0.91663494480395902,y,05-15_15:32_917
no,2018-05-15,17:09,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,mul,ave,0.5,0.0,3,6,rmsprop,categorical_crossentropy,n,,10,32,0.84920988172111977,0.91358964598401216,y,05-15_17:09_914
no,2018-05-15,18:54,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,9,32,0.85149806582266552,0.91342046271623734,y,05-15_18:54_913
no,2018-05-15,20:30,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,9,32,0.85145253678192634,0.91435097068899884,y,05-15_20:30_914
no,2018-05-15,22:17,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,10,32,0.85028691212557073,0.91274372964513817,y,05-15_22:17_913
no,2018-05-16,00:26,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,12,32,0.85309674046308925,0.91342046271623734,y,05-16_00:26_913
no,2018-05-16,02:10,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,10,32,0.84874234111761149,0.91282832127902558,y,05-16_02:10_913
no,2018-05-16,03:45,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,sum,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,9,32,0.85124580215807499,0.91113648860127727,y,05-16_03:45_911
no,2018-05-16,05:10,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,8,32,0.85065769700850458,0.91189781330626396,y,05-16_05:10_912
no,2018-05-16,07:04,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.85015562992319282,0.91375882925178697,y,05-16_07:04_914
no,2018-05-16,08:57,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.84990003450748763,0.91536607029564776,y,05-16_08:57_915
no,2018-05-16,10:52,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.84996705331710265,0.91265913801125065,y,05-16_10:52_913
no,2018-05-16,12:49,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.85245042290522255,0.91375882925178697,y,05-16_12:49_914
no,2018-05-16,14:43,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,mul,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.85207436911225021,0.9148585204923233,y,05-16_14:43_915
no,2018-05-16,16:42,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,concat,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,11,32,0.84991168175772913,0.91409719578733661,y,05-16_16:42_914
no,2018-05-16,17:59,id-ud-train.pos,id-ud-dev.pos,polyglot.vec,polyglot-char.vec,103589,181,447,188,25,True,concat,concat,0.5,0.0,3,0,rmsprop,categorical_crossentropy,n,,7,32,0.84893322302266738,0.91198240494015148,y,05-16_17:59_912
