no,2018-05-16,18:44,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,13,32,0.6675074359650465,0.7239300783604581,y,05-16_18:44_724
no,2018-05-16,18:47,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,4,32,0.3820435260545879,0.4812611540749554,y,05-16_18:47_481
no,2018-05-16,18:50,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,4,32,0.5027269010981739,0.6138107416879796,y,05-16_18:50_614
no,2018-05-16,18:53,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,4,32,0.4832808280371874,0.5336387059833954,y,05-16_18:53_534
no,2018-05-16,18:56,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,6,32,0.6168686140241924,0.658956109134045,y,05-16_18:56_659
no,2018-05-16,19:02,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,10,32,0.6271744618102266,0.699086354258768,y,05-16_19:02_699
no,2018-05-16,19:09,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,11,32,0.45679834861512547,0.45396383866481227,y,05-16_19:09_457
no,2018-05-16,19:13,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,7,32,0.5744044396249762,0.6782608695652174,y,05-16_19:13_678
no,2018-05-16,19:17,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,6,32,0.611060410207824,0.684514755095832,y,05-16_19:17_685
no,2018-05-16,19:21,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,5,32,0.5946618308436415,0.9173480792987823,y,05-16_19:21_917
no,2018-05-16,19:24,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,5,32,0.46895685342682486,0.8933693863155419,y,05-16_19:24_893
no,2018-05-16,19:28,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,6,32,0.5439402047884465,0.6438267614738203,y,05-16_19:28_644
no,2018-05-16,19:32,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,6,32,0.7086697561290556,0.921094459582198,y,05-16_19:32_921
no,2018-05-16,19:35,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,5,32,0.48731188640939116,0.6031553398058253,y,05-16_19:35_603
no,2018-05-16,19:42,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,101391,94,237,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,12,32,0.6568631325579277,0.708680142687277,y,05-16_19:42_709
no,2018-05-16,19:45,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,100846,94,257,83,24,True,concat,concat,0.5,0.0,3,0,adagrad,categorical_crossentropy,n,,9,32,0.576513650690337,0.6454431960049938,y,05-16_19:45_645
