no,2018-05-19,13:40,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,22,32,0.6553077681806677,0.7207153502235468,y,05-19_13:40_721
no,2018-05-19,13:58,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,22,32,0.6804205048268896,0.7244655581947744,y,05-19_13:58_724
no,2018-05-19,14:13,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,18,32,0.6561912993705191,0.7142432352066607,y,05-19_14:13_714
no,2018-05-19,14:34,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,25,32,0.672185591781765,0.7170143990596534,y,05-19_14:34_717
no,2018-05-19,14:45,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,12,32,0.6042507268510038,0.6880896226415094,y,05-19_14:45_688
no,2018-05-19,14:59,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,17,32,0.6473055912637096,0.7151040096472717,y,05-19_14:59_715
no,2018-05-19,15:13,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,16,32,0.6334592941158381,0.7093058502576538,y,05-19_15:13_709
no,2018-05-19,15:33,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,24,32,0.6709725970993399,0.7304452466907341,y,05-19_15:33_730
no,2018-05-19,15:47,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,18,32,0.663729226499103,0.7209302325581395,y,05-19_15:47_721
no,2018-05-19,16:04,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104845,181,230,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,20,32,0.6750374435084516,0.7249705535924618,y,05-19_16:04_725
no,2018-05-19,16:11,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104328,181,247,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,15,32,0.5831651435412678,0.6550088915234143,y,05-19_16:11_655
no,2018-05-19,16:17,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104325,181,244,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,14,32,0.6329375564770665,0.679245283018868,y,05-19_16:17_679
no,2018-05-19,16:25,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104328,181,247,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,19,32,0.6237807717426773,0.6773413897280967,y,05-19_16:25_677
no,2018-05-19,16:33,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104325,181,244,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,19,32,0.6439218034761307,0.6934523809523809,y,05-19_16:33_693
no,2018-05-19,16:40,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104328,181,247,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,16,32,0.5735438749802426,0.6510087323095453,y,05-19_16:40_651
no,2018-05-19,16:50,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104325,181,244,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,23,32,0.6418813093395468,0.6957554170376966,y,05-19_16:50_696
no,2018-05-19,16:57,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104328,181,247,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,17,32,0.6053510735599794,0.6696805304400242,y,05-19_16:57_670
no,2018-05-19,17:05,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104325,181,244,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,16,32,0.6328033184859145,0.6927475173036411,y,05-19_17:05_693
no,2018-05-19,17:11,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104328,181,247,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,15,32,0.6074277492040154,0.6608955223880596,y,05-19_17:11_661
no,2018-05-19,17:20,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,104325,181,244,83,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,21,32,0.6271656994991146,0.6795137859472279,y,05-19_17:20_680
no,2018-05-19,17:22,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103885,181,267,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,12,32,0.5033701278073409,0.5582243843113408,y,05-19_17:22_558
no,2018-05-19,17:24,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103920,181,261,58,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,16,32,0.5461130721194497,0.6247404331059032,y,05-19_17:24_625
no,2018-05-19,17:27,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103885,181,267,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,25,32,0.5540287017457156,0.6054054054054054,y,05-19_17:27_605
no,2018-05-19,17:28,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103920,181,261,58,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,8,32,0.48282616709710396,0.5772525849335303,y,05-19_17:28_577
no,2018-05-19,17:31,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103885,181,267,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,23,32,0.5370533201416005,0.5966717095310137,y,05-19_17:31_597
no,2018-05-19,17:32,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103920,181,261,58,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,14,32,0.5645611793510849,0.6282438141219071,y,05-19_17:32_628
no,2018-05-19,17:35,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103885,181,267,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,25,32,0.50448925250399,0.573057305730573,y,05-19_17:35_573
no,2018-05-19,17:37,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103920,181,261,58,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,14,32,0.5651215422002456,0.6201780415430267,y,05-19_17:37_620
no,2018-05-19,17:40,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103885,181,267,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,23,32,0.5622351043081006,0.6146341463414634,y,05-19_17:40_615
no,2018-05-19,17:41,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103920,181,261,58,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,9,32,0.5066817504805194,0.5988734064630892,y,05-19_17:41_599
no,2018-05-19,17:43,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103739,181,272,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,14,32,0.43910110193027985,0.5126545026486169,y,05-19_17:43_513
no,2018-05-19,17:44,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103772,181,271,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,31,32,0.5297550363466348,0.5797699793571217,y,05-19_17:44_580
no,2018-05-19,17:46,ner_3_train.ner,ner_3_test.ner,polyglot.vec,polyglot-char.vec,103739,181,272,57,24,True,concat,concat,0.4,0.5,3,0,adagrad,poisson,y,05-17_13:37_921,18,32,0.4768265593179127,0.5438381361128142,y,05-19_17:46_544
